Project ID,Start Term,X Stu First Gen No Bach ,X Stu First Gen No College ,Pell Grant?,Midterm GPA,Athlete (December),X Stu Cum Gpa (December),X Stu Housing Fall,Retained to Fall 2?,Retained to Fall 3,Fall Campus Job?,# of campus orgs (December),# Midterm D or F,% of Midterm Grades are D or F,# Non-Lab STEM Courses,# STEM Courses Earned Credit,% of STEM Courses earning credit,# Classes Passed,% of Classes Passed
1232,2019FA,Yes,No,Yes,2.5882,No,2.588,COMMUTER,Yes,Not Applicable,No,0,0,0.00%,2,2,100.00%,5,100.00%
1233,2019FA,No,No,No,1.75,No,2.567,RESIDENT,Yes,Not Applicable,No,2,2,50.00%,1,1,100.00%,3,75.00%
1234,2019FA,No,No,No,4,No,4,RESIDENT,Yes,Not Applicable,No,6,0,0.00%,0,0,Not Applicable,5,100.00%
1235,2019FA,No,No,No,2.75,No,3.25,RESIDENT,Yes,Not Applicable,No,3,0,0.00%,0,0,Not Applicable,4,100.00%
1236,2019FA,No,No,No,2.25,No,2.825,RESIDENT,Yes,Not Applicable,No,0,1,25.00%,0,0,Not Applicable,4,100.00%
1237,2019FA,No,No,No,3.8889,No,3.867,RESIDENT,Yes,Not Applicable,No,3,0,0.00%,0,0,Not Applicable,6,100.00%
1238,2019FA,No,No,No,3,No,3.4,RESIDENT,Yes,Not Applicable,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
1239,2019FA,No,No,No,3.5,Yes,3.25,RESIDENT,Yes,Not Applicable,No,2,0,0.00%,0,0,Not Applicable,4,100.00%
1240,2019FA,Yes,No,No,3.5,Yes,3.575,RESIDENT,No,Not Applicable,Yes,5,0,0.00%,0,0,Not Applicable,4,100.00%
1241,2019FA,No,No,Yes,3.75,No,3.925,RESIDENT,Yes,Not Applicable,No,2,0,0.00%,1,1,100.00%,4,100.00%
1242,2019FA,No,No,No,3.7778,No,3.711,RESIDENT,Yes,Not Applicable,No,7,0,0.00%,0,0,Not Applicable,7,100.00%
1243,2019FA,No,No,No,3.25,No,2.85,COMMUTER,Yes,Not Applicable,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
1244,2019FA,Yes,No,Yes,2.25,Yes,3.325,RESIDENT,Yes,Not Applicable,No,1,1,20.00%,1,1,100.00%,4,100.00%
1245,2019FA,Yes,No,Yes,3.5,No,3.075,RESIDENT,Yes,Not Applicable,No,1,0,0.00%,1,1,100.00%,4,100.00%
1246,2019FA,No,No,No,1,No,,RESIDENT,No,Not Applicable,No,0,2,50.00%,1,0,0.00%,0,0.00%
1247,2019FA,Yes,No,No,2.5,No,2.6,RESIDENT,Yes,Not Applicable,No,1,1,25.00%,0,0,Not Applicable,4,100.00%
1248,2019FA,Yes,No,Yes,3.5,No,3.25,RESIDENT,Yes,Not Applicable,Yes,2,0,0.00%,0,0,Not Applicable,4,100.00%
1249,2019FA,No,No,Yes,1.3333,No,,RESIDENT,No,Not Applicable,No,0,1,25.00%,0,0,Not Applicable,0,Not Applicable
1250,2019FA,No,No,No,2.25,Yes,2.825,RESIDENT,Yes,Not Applicable,No,2,1,25.00%,0,0,Not Applicable,4,100.00%
1251,2019FA,No,No,No,3,Yes,3.025,RESIDENT,Yes,Not Applicable,No,2,0,0.00%,0,0,Not Applicable,4,100.00%
1252,2019FA,Yes,Yes,No,4,No,4,RESIDENT,Yes,Not Applicable,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
1253,2019FA,Yes,No,No,2.75,Yes,2.65,RESIDENT,Yes,Not Applicable,Yes,3,0,0.00%,0,0,Not Applicable,4,100.00%
1254,2019FA,No,No,No,2.25,Yes,1.85,RESIDENT,Yes,Not Applicable,No,1,1,20.00%,1,1,100.00%,4,100.00%
1255,2019FA,No,No,No,4,No,4,RESIDENT,Yes,Not Applicable,Yes,1,0,0.00%,2,2,100.00%,4,100.00%
1256,2019FA,No,No,Yes,1.25,No,2.8,RESIDENT,Yes,Not Applicable,No,0,2,50.00%,1,1,100.00%,3,75.00%
1257,2019FA,Yes,No,No,1.5,Yes,2.467,RESIDENT,Yes,Not Applicable,Yes,1,3,75.00%,0,0,Not Applicable,3,75.00%
1258,2019FA,No,No,No,3.3333,No,3.489,RESIDENT,No,Not Applicable,No,1,0,0.00%,2,2,100.00%,5,100.00%
1259,2019FA,No,No,No,3,No,3.1,RESIDENT,Yes,Not Applicable,No,7,0,0.00%,1,1,100.00%,4,100.00%
1260,2019FA,Unknown,Unknown,Yes,2.75,No,2.675,RESIDENT,Yes,Not Applicable,No,3,0,0.00%,0,0,Not Applicable,4,100.00%
1261,2019FA,Yes,No,Yes,3.5,No,3.1,COMMUTER,Yes,Not Applicable,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
1262,2019FA,No,No,Yes,0.75,No,1,RESIDENT,No,Not Applicable,No,0,3,60.00%,2,0,0.00%,2,50.00%
1263,2019FA,No,No,Yes,2.75,No,3,RESIDENT,Yes,Not Applicable,No,4,0,0.00%,1,1,100.00%,4,100.00%
1264,2019FA,No,No,No,1,No,1.467,RESIDENT,No,Not Applicable,Yes,1,2,50.00%,0,0,Not Applicable,2,50.00%
1265,2019FA,No,No,No,2.875,Yes,2.913,RESIDENT,Yes,Not Applicable,No,1,1,16.70%,1,1,100.00%,5,100.00%
1266,2019FA,No,No,No,0.6667,Yes,1.233,RESIDENT,Yes,Not Applicable,No,1,3,60.00%,1,1,100.00%,3,75.00%
1267,2019FA,No,No,No,2.25,Yes,2.825,RESIDENT,Yes,Not Applicable,Yes,5,1,20.00%,0,0,Not Applicable,5,100.00%
1268,2019FA,No,No,Yes,3.5,Yes,3.65,RESIDENT,No,Not Applicable,Yes,2,0,0.00%,0,0,Not Applicable,4,100.00%
1269,2019FA,Yes,Yes,No,3.75,No,3.6,RESIDENT,Yes,Not Applicable,Yes,1,0,0.00%,2,2,100.00%,4,100.00%
1270,2019FA,No,No,No,3.7647,No,4,RESIDENT,Yes,Not Applicable,No,5,0,0.00%,0,0,Not Applicable,6,100.00%
1271,2019FA,No,No,No,3.7647,No,4,RESIDENT,Yes,Not Applicable,No,5,0,0.00%,0,0,Not Applicable,5,100.00%
1272,2019FA,No,No,No,2.25,Yes,2.775,RESIDENT,Yes,Not Applicable,Yes,1,0,0.00%,1,1,100.00%,4,100.00%
1273,2019FA,No,No,No,4,No,4,RESIDENT,Yes,Not Applicable,No,8,0,0.00%,0,0,Not Applicable,5,100.00%
1274,2019FA,No,No,No,4,No,3.6,RESIDENT,Yes,Not Applicable,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
1275,2019FA,No,No,No,1.75,No,2.575,RESIDENT,No,Not Applicable,No,0,1,25.00%,1,1,100.00%,4,100.00%
1276,2019FA,Yes,No,No,3.75,No,3.925,RESIDENT,Yes,Not Applicable,Yes,2,0,0.00%,0,0,Not Applicable,4,100.00%
1277,2019FA,No,No,No,3,Yes,3.075,RESIDENT,Yes,Not Applicable,No,1,0,0.00%,2,2,100.00%,4,100.00%
1278,2019FA,No,No,No,1.25,No,2.1,RESIDENT,No,Not Applicable,Yes,1,2,40.00%,3,1,33.30%,2,40.00%
1279,2019FA,No,No,No,3.25,No,3.575,RESIDENT,Yes,Not Applicable,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
1280,2019FA,No,No,No,4,Yes,3.575,RESIDENT,Yes,Not Applicable,Yes,2,0,0.00%,0,0,Not Applicable,4,100.00%
1281,2019FA,No,No,No,2.5,No,2.85,RESIDENT,Yes,Not Applicable,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
1282,2019FA,No,No,No,3.5,No,3.1,RESIDENT,No,Not Applicable,No,0,0,0.00%,0,0,Not Applicable,3,75.00%
1283,2019FA,Yes,No,Yes,2,Yes,2,RESIDENT,Yes,Not Applicable,No,2,0,0.00%,0,0,Not Applicable,4,100.00%
1284,2019FA,No,No,No,3.25,Yes,3.325,RESIDENT,Yes,Not Applicable,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
1285,2019FA,No,No,No,3,No,2.6,RESIDENT,Yes,Not Applicable,Yes,2,0,0.00%,2,2,100.00%,4,100.00%
1286,2019FA,No,No,No,3.5,No,3.825,RESIDENT,Yes,Not Applicable,Yes,6,0,0.00%,0,0,Not Applicable,5,100.00%
1287,2019FA,No,No,No,3.75,Yes,4,RESIDENT,Yes,Not Applicable,No,8,0,0.00%,2,2,100.00%,5,100.00%
1288,2019FA,No,No,No,4,No,4,RESIDENT,Yes,Not Applicable,Yes,3,0,0.00%,0,0,Not Applicable,5,100.00%
1289,2019FA,No,No,No,3.6667,No,3.9,RESIDENT,Yes,Not Applicable,Yes,0,0,0.00%,0,0,Not Applicable,3,75.00%
1290,2019FA,Yes,No,Yes,3.75,No,4,COMMUTER,Yes,Not Applicable,Yes,0,0,0.00%,1,1,100.00%,4,100.00%
1291,2019FA,No,No,No,3,No,2.75,RESIDENT,Yes,Not Applicable,No,1,0,0.00%,2,2,100.00%,4,100.00%
1292,2019FA,No,No,No,1.6667,No,,RESIDENT,No,Not Applicable,No,0,1,25.00%,0,0,Not Applicable,0,Not Applicable
1293,2019FA,No,No,No,3.25,Yes,3.5,RESIDENT,Yes,Not Applicable,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
1294,2019FA,Unknown,Unknown,No,2.5,No,2.35,COMMUTER,Yes,Not Applicable,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
1295,2019FA,No,No,No,2,Yes,2.275,RESIDENT,Yes,Not Applicable,Yes,1,1,14.30%,2,2,100.00%,4,80.00%
1296,2019FA,No,No,No,2.75,No,3.175,RESIDENT,Yes,Not Applicable,Yes,1,0,0.00%,0,0,Not Applicable,4,80.00%
1297,2019FA,Yes,No,Yes,1.25,No,0,RESIDENT,Yes,Not Applicable,No,0,2,50.00%,1,0,0.00%,1,25.00%
1298,2019FA,No,No,Yes,2.5,No,3.075,RESIDENT,Yes,Not Applicable,Yes,0,1,25.00%,0,0,Not Applicable,4,100.00%
1299,2019FA,No,No,No,2.4444,No,1.967,RESIDENT,No,Not Applicable,Yes,2,1,16.70%,1,1,100.00%,4,80.00%
1300,2019FA,Yes,Yes,No,3,No,2.925,COMMUTER,Yes,Not Applicable,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
1301,2019FA,No,No,No,4,Yes,4,RESIDENT,Yes,Not Applicable,No,2,0,0.00%,1,1,100.00%,4,100.00%
1302,2019FA,Yes,No,No,2,No,1.425,RESIDENT,Yes,Not Applicable,No,0,1,25.00%,0,0,Not Applicable,4,100.00%
1303,2019FA,No,No,No,3.5,Yes,3.3,RESIDENT,Yes,Not Applicable,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
1304,2019FA,No,No,No,2.25,Yes,1.767,RESIDENT,Yes,Not Applicable,No,2,1,25.00%,0,0,Not Applicable,3,75.00%
1305,2019FA,No,No,No,3,No,2.925,RESIDENT,Yes,Not Applicable,Yes,1,0,0.00%,0,0,Not Applicable,4,100.00%
1306,2019FA,Unknown,Unknown,Yes,2.25,No,2.5,RESIDENT,Yes,Not Applicable,No,5,1,20.00%,2,2,100.00%,4,100.00%
1307,2019FA,Yes,Yes,No,1.75,Yes,1.925,RESIDENT,No,Not Applicable,No,1,1,16.70%,2,2,100.00%,4,100.00%
1308,2019FA,Yes,No,Yes,3.5,No,3.425,RESIDENT,Yes,Not Applicable,Yes,1,0,0.00%,2,2,100.00%,4,100.00%
1309,2019FA,No,No,No,3,Yes,3.6,RESIDENT,Yes,Not Applicable,No,1,1,25.00%,0,0,Not Applicable,4,100.00%
1310,2019FA,No,No,No,2.5,No,2.925,RESIDENT,Yes,Not Applicable,No,1,1,25.00%,0,0,Not Applicable,4,100.00%
1311,2019FA,No,No,No,2.5,Yes,2,RESIDENT,No,Not Applicable,No,1,1,25.00%,0,0,Not Applicable,3,75.00%
1312,2019FA,No,No,No,2.8235,No,2.447,RESIDENT,No,Not Applicable,Yes,3,0,0.00%,0,0,Not Applicable,5,100.00%
1313,2019FA,No,No,No,3.5556,Yes,3.556,RESIDENT,Yes,Not Applicable,Yes,2,0,0.00%,0,0,Not Applicable,6,100.00%
1314,2019FA,Yes,No,No,2.5,Yes,2.25,RESIDENT,Yes,Not Applicable,Yes,1,1,25.00%,0,0,Not Applicable,4,100.00%
1315,2019FA,Yes,No,Yes,3.75,No,3.65,RESIDENT,Yes,Not Applicable,No,3,0,0.00%,0,0,Not Applicable,4,100.00%
1316,2019FA,No,No,No,3,No,2.8,RESIDENT,Yes,Not Applicable,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
1317,2019FA,No,No,Yes,1.625,Yes,2.6,RESIDENT,Yes,Not Applicable,No,1,2,33.30%,1,1,100.00%,4,80.00%
1318,2019FA,Yes,No,No,3.25,No,3.175,RESIDENT,Yes,Not Applicable,No,4,0,0.00%,1,1,100.00%,4,100.00%
1319,2019FA,No,No,Yes,3.75,No,3.575,RESIDENT,Yes,Not Applicable,No,3,0,0.00%,0,0,Not Applicable,5,100.00%
1320,2019FA,Yes,No,No,2.75,No,2.4,RESIDENT,Yes,Not Applicable,Yes,1,1,25.00%,0,0,Not Applicable,4,100.00%
1321,2019FA,Yes,No,Yes,1,No,0.75,RESIDENT,Yes,Not Applicable,No,1,4,100.00%,0,0,Not Applicable,3,75.00%
1322,2019FA,No,No,No,2.1538,No,2.415,RESIDENT,Yes,Not Applicable,No,4,1,20.00%,1,0,0.00%,4,80.00%
1323,2019FA,No,No,Yes,3.0588,Yes,3.435,RESIDENT,Yes,Not Applicable,No,2,0,0.00%,2,2,100.00%,5,100.00%
1324,2019FA,No,No,Yes,2.5,No,3.15,RESIDENT,Yes,Not Applicable,Yes,2,0,0.00%,0,0,Not Applicable,4,100.00%
1325,2019FA,No,No,No,3.5,No,3.6,RESIDENT,Yes,Not Applicable,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
1326,2019FA,No,No,Yes,2.75,No,3.175,RESIDENT,No,Not Applicable,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
1327,2019FA,No,No,Yes,3.5,No,3.5,RESIDENT,Yes,Not Applicable,Yes,2,0,0.00%,2,2,100.00%,4,100.00%
1328,2019FA,No,No,No,2,No,1.667,RESIDENT,No,Not Applicable,No,0,1,20.00%,2,0,0.00%,3,60.00%
1329,2019FA,No,No,Yes,2.5,Yes,1.925,RESIDENT,Yes,Not Applicable,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
1330,2019FA,Yes,No,Yes,3.7778,No,3.867,RESIDENT,Yes,Not Applicable,No,5,0,0.00%,1,1,100.00%,6,100.00%
1331,2019FA,No,No,No,3.75,No,3.75,RESIDENT,Yes,Not Applicable,No,4,0,0.00%,2,2,100.00%,5,100.00%
1332,2019FA,No,No,Yes,3.75,No,4,RESIDENT,Yes,Not Applicable,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
1333,2019FA,No,No,No,3.5,No,3.25,RESIDENT,Yes,Not Applicable,No,1,0,0.00%,1,1,100.00%,4,100.00%
1334,2019FA,Yes,Yes,Yes,1,No,1.567,RESIDENT,No,Not Applicable,No,0,2,40.00%,3,1,33.30%,2,40.00%
1335,2019FA,Yes,No,Yes,2.25,No,1.9,RESIDENT,No,Not Applicable,No,1,1,25.00%,0,0,Not Applicable,4,100.00%
1336,2019FA,No,No,No,4,No,4,RESIDENT,Yes,Not Applicable,No,5,0,0.00%,1,1,100.00%,5,100.00%
1337,2019FA,Yes,No,No,2.25,No,1.925,COMMUTER,Yes,Not Applicable,No,0,1,20.00%,2,2,100.00%,4,100.00%
1338,2019FA,No,No,Yes,3.25,No,2.9,RESIDENT,No,Not Applicable,No,2,0,0.00%,0,0,Not Applicable,4,100.00%
1339,2019FA,No,No,No,1,No,1.35,RESIDENT,Yes,Not Applicable,No,3,2,50.00%,0,0,Not Applicable,3,75.00%
1340,2019FA,No,No,No,2.25,Yes,1.85,RESIDENT,Yes,Not Applicable,No,3,1,25.00%,0,0,Not Applicable,4,100.00%
1341,2019FA,No,No,No,4,Yes,4,RESIDENT,Yes,Not Applicable,No,7,0,0.00%,0,0,Not Applicable,5,100.00%
1342,2019FA,No,No,Yes,2,No,1.25,RESIDENT,Yes,Not Applicable,No,1,1,25.00%,1,0,0.00%,2,50.00%
1343,2019FA,No,No,Yes,4,No,4,RESIDENT,Yes,Not Applicable,No,8,0,0.00%,3,3,100.00%,6,100.00%
1344,2019FA,No,No,No,2.75,No,2.1,RESIDENT,Yes,Not Applicable,No,2,1,20.00%,1,1,100.00%,4,100.00%
1345,2019FA,Yes,No,Yes,2.75,No,3.25,RESIDENT,No,Not Applicable,Yes,1,1,25.00%,0,0,Not Applicable,4,100.00%
1346,2019FA,No,No,Yes,2.4444,No,2.25,RESIDENT,Yes,Not Applicable,No,0,1,20.00%,1,1,100.00%,5,100.00%
1347,2019FA,No,No,No,2.75,No,1.975,RESIDENT,No,Not Applicable,Yes,1,1,16.70%,3,3,100.00%,5,100.00%
1348,2019FA,No,No,No,3,No,3.25,RESIDENT,Yes,Not Applicable,No,1,1,25.00%,0,0,Not Applicable,4,100.00%
1349,2019FA,No,No,No,3.6842,No,3.694,RESIDENT,Yes,Not Applicable,No,1,0,0.00%,2,2,100.00%,6,100.00%
1350,2019FA,No,No,No,1.25,No,1.35,RESIDENT,Yes,Not Applicable,No,1,3,60.00%,1,1,100.00%,2,50.00%
1351,2019FA,No,No,No,3.5,No,3.775,RESIDENT,Yes,Not Applicable,No,4,0,0.00%,0,0,Not Applicable,5,100.00%
1352,2019FA,No,No,No,0.5,No,0.233,RESIDENT,Yes,Not Applicable,No,5,4,100.00%,1,1,100.00%,1,25.00%
1353,2019FA,No,No,No,2.75,No,2.475,RESIDENT,No,Not Applicable,Yes,4,0,0.00%,0,0,Not Applicable,4,100.00%
1354,2019FA,Yes,No,No,3.5,No,3.35,RESIDENT,Yes,Not Applicable,Yes,0,0,0.00%,0,0,Not Applicable,4,100.00%
1355,2019FA,No,No,No,4,No,4,RESIDENT,Yes,Not Applicable,No,5,0,0.00%,1,1,100.00%,5,100.00%
1356,2019FA,No,No,No,0.75,No,0,RESIDENT,Yes,Not Applicable,No,0,4,80.00%,1,0,0.00%,0,0.00%
1357,2019FA,No,No,Yes,3.5,No,3.5,RESIDENT,Yes,Not Applicable,Yes,0,0,0.00%,0,0,Not Applicable,4,100.00%
1358,2019FA,No,No,No,3.75,Yes,3.375,RESIDENT,Yes,Not Applicable,No,1,0,0.00%,1,1,100.00%,5,100.00%
1359,2019FA,No,No,No,2,Yes,2.725,RESIDENT,Yes,Not Applicable,No,1,1,16.70%,1,1,100.00%,5,100.00%
1360,2019FA,Yes,Yes,Yes,3.25,No,3.175,RESIDENT,Yes,Not Applicable,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
1361,2019FA,No,No,No,0.5,No,,RESIDENT,No,Not Applicable,No,0,4,100.00%,0,0,Not Applicable,0,0.00%
1362,2019FA,No,No,No,3.75,No,3.5,RESIDENT,Yes,Not Applicable,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
1363,2019FA,Yes,Yes,No,2.5,No,1.25,RESIDENT,Yes,Not Applicable,No,2,1,25.00%,0,0,Not Applicable,3,75.00%
1364,2019FA,No,No,No,2,No,3.2,RESIDENT,Yes,Not Applicable,No,1,1,25.00%,0,0,Not Applicable,3,75.00%
1365,2019FA,No,No,Yes,1.6667,Yes,1.233,RESIDENT,No,Not Applicable,No,3,1,25.00%,0,0,Not Applicable,2,50.00%
1366,2019FA,Yes,No,Yes,2,Yes,2.133,RESIDENT,Yes,Not Applicable,No,3,1,16.70%,3,3,100.00%,4,80.00%
1367,2019FA,No,No,No,2.5,No,1.5,RESIDENT,Yes,Not Applicable,No,4,0,0.00%,1,1,100.00%,3,75.00%
1368,2019FA,No,No,No,2.5,No,2.425,RESIDENT,Yes,Not Applicable,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
1369,2019FA,No,No,No,2.4444,No,1.75,RESIDENT,Yes,Not Applicable,Yes,2,1,16.70%,2,1,50.00%,4,80.00%
1370,2019FA,No,No,No,3.5294,No,3.624,RESIDENT,Yes,Not Applicable,Yes,0,0,0.00%,4,4,100.00%,6,100.00%
1371,2019FA,No,No,No,2.25,No,1.35,RESIDENT,No,Not Applicable,No,0,1,25.00%,0,0,Not Applicable,4,100.00%
1372,2019FA,No,No,No,2.25,No,2.075,RESIDENT,No,Not Applicable,No,0,0,0.00%,1,1,100.00%,4,100.00%
1373,2019FA,No,No,No,4,No,3.775,RESIDENT,Yes,Not Applicable,No,2,0,0.00%,0,0,Not Applicable,4,100.00%
1374,2019FA,Yes,Yes,Yes,2.7778,No,3.1,RESIDENT,Yes,Not Applicable,No,1,0,0.00%,1,1,100.00%,5,100.00%
1375,2019FA,Yes,No,No,1.8824,No,0.635,RESIDENT,Yes,Not Applicable,Yes,3,2,40.00%,0,0,Not Applicable,3,60.00%
1376,2019FA,Yes,No,No,2,Yes,1.75,RESIDENT,Yes,Not Applicable,No,1,1,20.00%,1,1,100.00%,4,100.00%
1377,2019FA,No,No,No,1,No,2,RESIDENT,Yes,Not Applicable,No,0,3,75.00%,0,0,Not Applicable,3,75.00%
1378,2019FA,No,No,No,3.375,Yes,3.513,RESIDENT,Yes,Not Applicable,No,2,0,0.00%,1,1,100.00%,5,100.00%
1379,2019FA,Yes,No,Yes,2.25,Yes,2.325,RESIDENT,Yes,Not Applicable,Yes,2,0,0.00%,2,2,100.00%,4,100.00%
1380,2019FA,No,No,No,4,No,4,RESIDENT,Yes,Not Applicable,Yes,3,0,0.00%,2,2,100.00%,5,100.00%
1381,2019FA,No,No,Yes,3.3333,No,2.6,RESIDENT,Yes,Not Applicable,No,0,0,0.00%,1,1,100.00%,5,100.00%
1382,2019FA,No,No,No,2.1111,No,2.94,RESIDENT,Yes,Not Applicable,No,2,1,20.00%,0,0,Not Applicable,5,100.00%
1383,2019FA,No,No,No,3.25,No,3.675,RESIDENT,Yes,Not Applicable,Yes,3,0,0.00%,0,0,Not Applicable,4,100.00%
1384,2019FA,No,No,Yes,3.25,No,3.1,RESIDENT,Yes,Not Applicable,No,2,0,0.00%,1,1,100.00%,4,100.00%
1385,2019FA,No,No,No,2.5,No,3.425,RESIDENT,No,Not Applicable,No,0,0,0.00%,1,1,100.00%,4,100.00%
1386,2019FA,Yes,No,No,2.6667,No,3.078,RESIDENT,Yes,Not Applicable,No,0,0,0.00%,2,2,100.00%,5,100.00%
1387,2019FA,No,No,No,3.5,No,3.75,RESIDENT,Yes,Not Applicable,No,4,0,0.00%,1,1,100.00%,5,100.00%
1388,2019FA,Yes,No,Yes,2.3333,No,2.567,RESIDENT,No,Not Applicable,No,0,0,0.00%,0,0,Not Applicable,3,75.00%
1389,2019FA,Yes,No,Yes,3.75,No,3.175,COMMUTER,Yes,Not Applicable,No,0,0,0.00%,2,2,100.00%,4,100.00%
1390,2019FA,No,No,No,3.5,No,3.85,RESIDENT,Yes,Not Applicable,No,3,0,0.00%,0,0,Not Applicable,5,100.00%
1391,2019FA,No,No,No,2.5,No,2.575,RESIDENT,Yes,Not Applicable,No,1,1,25.00%,0,0,Not Applicable,4,100.00%
1392,2019FA,No,No,No,2.25,No,2.35,RESIDENT,No,Not Applicable,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
1393,2019FA,No,No,Yes,2.5,Yes,3.075,RESIDENT,Yes,Not Applicable,No,1,0,0.00%,2,2,100.00%,4,100.00%
1394,2019FA,No,No,No,2,Yes,2.467,RESIDENT,Yes,Not Applicable,No,1,1,25.00%,0,0,Not Applicable,3,75.00%
1395,2019FA,Yes,No,Yes,2.7778,No,2.822,RESIDENT,Yes,Not Applicable,Yes,0,0,0.00%,1,1,100.00%,5,100.00%
1396,2019FA,No,No,No,3.75,No,3.5,RESIDENT,Yes,Not Applicable,No,5,0,0.00%,1,1,100.00%,4,100.00%
1397,2019FA,No,No,No,0.6667,No,0.9,RESIDENT,Yes,Not Applicable,No,0,4,66.70%,3,1,33.30%,2,33.30%
1398,2019FA,Yes,Yes,No,2.75,No,2.925,RESIDENT,Yes,Not Applicable,No,2,0,0.00%,2,2,100.00%,4,100.00%
1399,2019FA,No,No,No,1.5,No,1.825,RESIDENT,Yes,Not Applicable,No,0,2,40.00%,2,2,100.00%,4,100.00%
1400,2019FA,No,No,No,2,No,1.5,RESIDENT,Yes,Not Applicable,No,0,2,40.00%,2,2,100.00%,4,100.00%
1401,2019FA,No,No,No,3.75,Yes,3.675,RESIDENT,Yes,Not Applicable,Yes,1,0,0.00%,1,1,100.00%,4,100.00%
1402,2019FA,Yes,No,No,3,No,3.25,RESIDENT,Yes,Not Applicable,No,1,0,0.00%,2,2,100.00%,4,100.00%
1403,2019FA,No,No,No,4,Yes,4,RESIDENT,Yes,Not Applicable,No,1,0,0.00%,1,1,100.00%,5,100.00%
1404,2019FA,No,No,No,3.75,No,3.388,RESIDENT,Yes,Not Applicable,No,3,0,0.00%,0,0,Not Applicable,6,100.00%
1405,2019FA,No,No,No,3,No,3.5,RESIDENT,Yes,Not Applicable,Yes,4,0,0.00%,0,0,Not Applicable,4,100.00%
1406,2019FA,No,No,No,3,Yes,2.55,RESIDENT,Yes,Not Applicable,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
1407,2019FA,No,No,No,2,Yes,2.925,RESIDENT,Yes,Not Applicable,No,1,1,25.00%,1,1,100.00%,4,100.00%
1408,2019FA,No,No,Yes,3.5,No,3.2,RESIDENT,Yes,Not Applicable,No,3,0,0.00%,0,0,Not Applicable,6,100.00%
1409,2019FA,No,No,No,2.5,No,3.075,RESIDENT,Yes,Not Applicable,Yes,1,0,0.00%,2,2,100.00%,4,100.00%
1410,2019FA,Yes,No,No,3.25,No,2.825,RESIDENT,Yes,Not Applicable,Yes,1,0,0.00%,0,0,Not Applicable,4,100.00%
1411,2019FA,No,No,Yes,1.75,No,2.6,RESIDENT,No,Not Applicable,No,1,2,28.60%,3,3,100.00%,5,100.00%
1412,2019FA,Yes,No,Yes,3.25,No,2,RESIDENT,No,Not Applicable,Yes,1,0,0.00%,0,0,Not Applicable,4,100.00%
1413,2019FA,Yes,No,Yes,3.5,No,3.25,COMMUTER,No,Not Applicable,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
1414,2019FA,No,No,No,1.75,No,1.825,RESIDENT,Yes,Not Applicable,No,1,2,50.00%,0,0,Not Applicable,4,100.00%
1415,2019FA,Yes,Yes,No,3,No,2.85,RESIDENT,Yes,Not Applicable,Yes,2,0,0.00%,0,0,Not Applicable,4,100.00%
1416,2019FA,No,No,Yes,2.6667,No,2.667,RESIDENT,Yes,Not Applicable,Yes,0,1,14.30%,4,4,100.00%,6,100.00%
1417,2019FA,No,No,No,4,No,4,RESIDENT,Yes,Not Applicable,Yes,5,0,0.00%,2,2,100.00%,6,100.00%
1418,2019FA,No,No,No,4,No,4,RESIDENT,Yes,Not Applicable,Yes,4,0,0.00%,2,2,100.00%,6,100.00%
1419,2019FA,Yes,No,No,2.75,No,2.825,RESIDENT,Yes,Not Applicable,Yes,6,0,0.00%,0,0,Not Applicable,4,100.00%
1420,2019FA,Yes,No,No,3.75,No,3.925,COMMUTER,Yes,Not Applicable,No,1,0,0.00%,0,0,Not Applicable,5,100.00%
1421,2019FA,No,No,Yes,4,Yes,3.925,RESIDENT,Yes,Not Applicable,No,1,0,0.00%,1,1,100.00%,4,100.00%
1422,2019FA,No,No,No,3.5,Yes,3.675,RESIDENT,Yes,Not Applicable,No,3,0,0.00%,2,2,100.00%,5,100.00%
1423,2019FA,Yes,No,No,1,No,1.7,RESIDENT,Yes,Not Applicable,No,0,2,50.00%,0,0,Not Applicable,4,100.00%
1424,2019FA,No,No,No,3.25,No,3.425,RESIDENT,Yes,Not Applicable,No,3,0,0.00%,0,0,Not Applicable,5,100.00%
